name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
Parliament,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cartel Roasting,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,1.5,South Tucson,Arizona,Democrat,37.9,33734.0,1040.8333333333333,
Tree House Vegetarian Restaurant,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
Village Treats,4.0,Narberth,Pennsylvania,Democrat,55.4,119863.0,,
Starbucks,4.5,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Corona's Coffee Shop,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
BT In a Box,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Turning Point of Christiana,4.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Kaldi's Coffee at Mid Campus Center,3.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Ruby Slipper Cafe,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Mong Kok Station,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.5,Hatboro,Pennsylvania,Democrat,55.4,108927.0,2555.833333333333,
Starbucks,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.0,Jennings,Missouri,Democrat,46.7,37356.0,1150.0,
Starbucks,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Seven Cups,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,2.5,Voorhees,New Jersey,Democrat,,66927.0,,
Coffee Cream & Dreams,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.5,Richboro,Pennsylvania,Republican,45.2,153691.0,,
Starbucks,3.0,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
First Cup Cafe,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Starbucks,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Coffee Grounds,4.5,Treasure Island,Florida,Republican,38.5,82340.0,2646.6666666666665,
Starbucks,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Delran Coffee Shop,4.0,Delran,New Jersey,Democrat,,91000.0,,
Fabio and Danny's Cafe,4.0,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
McDonald's,2.0,Feasterville,Pennsylvania,Republican,45.2,80208.0,,
Joe's Place,4.0,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
Stompin' Grounds Restaurant,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
New Orleans Cajun Cookery,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
PDQ Waters,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,2.0,Fairview Heights,Illinois,Democrat,34.2,77960.0,892.5,
Tasseology,5.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,1.5,La Vergne,Tennessee,Republican,36.6,80418.0,2092.735897435897,
Fitzwater Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Le Pain Quotidien,3.5,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
Manhattan Bagel,2.0,Havertown,Pennsylvania,Democrat,,60698.0,,
Cookie Confidential,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Mamma Lane's Coffee House,5.0,Tarpon Springs,Florida,Republican,38.5,68877.0,2048.196581196581,
Fractured Prune Doughnuts,4.0,Audubon,Pennsylvania,Democrat,55.4,107785.0,,
Cogito Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Vine Baking,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Krispy Kreme,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Sade Turkish Coffee & Delights,4.5,Carpinteria,California,Democrat,38.6,104233.0,4234.166666666667,
Dunkin',2.5,Lansdale,Pennsylvania,Democrat,55.4,86460.0,1966.2497212931996,
Starbucks,2.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Confluence Kombucha,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Wawa,4.5,Voorhees Township,New Jersey,Democrat,,91000.0,1815.4166666666667,
WAWA,3.0,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
Barrister's Bagels,5.0,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
McDonald's,3.0,Hatfield,Pennsylvania,Democrat,,72070.0,1615.111111111111,
Starbucks,3.5,Greenville,Delaware,Democrat,38.7,139541.0,,
222 Artisan Bakery,4.5,Edwardsville,Illinois,Republican,32.0,92671.0,1571.0952380952378,
Orange Belt Cafe,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
High Point Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,Ambler,Pennsylvania,Democrat,55.4,80795.0,2596.6666666666665,
Puddin's Cake Corner,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Daily Grind Cafe,4.5,Jenkintown,Pennsylvania,Democrat,55.4,114306.0,1958.388888888889,
Cafe Patachou,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',3.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Dunkin',2.0,Columbus,New Jersey,Democrat,,91000.0,,
Cafe Paraiso,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Nordstrom Ebar Artisan Coffee,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dunkin',3.0,Croydon,Pennsylvania,Republican,45.2,59883.0,,
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
United By Blue,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Godfrey,Illinois,Republican,32.0,92746.0,,
Global Village Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Au Bon Pain,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Bubbletea Station,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Elixr Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,5.0,Sahuarita,Arizona,Democrat,37.9,100719.0,1911.47095959596,
Farm City Coffee,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,3.5,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Goat House Creamery,4.0,Elkins Park,Pennsylvania,Democrat,55.4,129773.0,1571.5555555555557,
Ignatius' Rue de La Course Coffeehouse,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Teavana,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Southern Bay Bakery - Dunedin,4.5,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
Who Dat Coffee Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,1.5,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Dutch Bros Coffee,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Dunkin' Donuts,3.5,Berlin Township,New Jersey,Democrat,,91000.0,,
The Human Bean,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',2.5,Tarpon Springs,Florida,Republican,38.5,68877.0,2048.196581196581,
Dutch Bros Coffee,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Lucky Cup Coffee,4.0,Safety Harbor,Florida,Republican,38.5,105813.0,2389.1,
Temple University Law School Bookstore,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coffee Beanery,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
The Bakeshop on 20th,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Nana Petrillo's,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dutch Bros Coffee,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Sip & Chew Express,4.5,Belleville,Illinois,Democrat,34.2,60529.0,1072.5014005602245,
Uncommon Grounds,4.5,Old Hickory,Tennessee,Democrat,,75197.0,,
Bruegger's Bagels,2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Fat Tuesday,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Good Karma Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Arcane Coffee,5.0,Danville,Indiana,Republican,37.1,93080.0,,
Payaathai Cuisine,4.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Keswick Coffee House,4.5,Glenside,Pennsylvania,Democrat,55.4,101050.0,,
Dunkin',3.5,Collegeville,Pennsylvania,Democrat,55.4,88992.0,2583.753703703704,
Starbucks,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,2.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Wheatfields Cafe Bakery,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
California Shakes & Juice Bar,5.0,Glassboro,New Jersey,Republican,37.6,80388.0,2963.31746031746,
Cafe at The Mill,4.0,Sellersville,Pennsylvania,Republican,45.2,88516.0,,
Starbucks,5.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
7-Eleven,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',3.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Dunkin',1.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Gulfport Comfort Cafe,4.5,Gulfport,Florida,Republican,38.5,68617.0,2081.904761904762,
Dunkin',2.0,Blackwood,New Jersey,Democrat,38.8,81154.0,2023.6111111111115,
McDonald's,2.5,Sparks,Nevada,Democrat,37.3,86979.0,1964.762212770985,
I Am Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Freezy Street,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Drive In,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
PJ's Coffee & Tea,2.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.0,Fairview Heights,Illinois,Democrat,34.2,77960.0,892.5,
Peregrine Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Brown Street Coffee & Bánhery,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Rival Bros Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
Nature's Table,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Mckenzie Brew House,3.0,Glen Mills,Pennsylvania,Democrat,,60698.0,2600.2222222222226,
Beets & Bones,4.5,Clayton,Missouri,Democrat,46.7,128898.0,1712.9682539682535,
Dunkin',2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dunkin',2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Bam Bam Kitchen,4.5,Ardmore,Pennsylvania,Democrat,55.4,115273.0,2250.083333333333,
Taylor Street Coffee & Tea,5.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Cosmic Coffee,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
McDonald's,1.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
"Danielle's Espresso Cafe, LLC",4.0,Maple Glen,Pennsylvania,Democrat,55.4,173110.0,,
McDonald's,2.0,Port Richey,Florida,Republican,31.3,45435.0,1721.7101449275362,
Belly Busters,3.0,Bensalem,Pennsylvania,Republican,,60698.0,1804.6603174603176,
Babushka's,4.5,Quakertown,Pennsylvania,Republican,45.2,70978.0,1718.75,
Madeira Coffee & Creamery,5.0,Madeira Beach,Florida,Republican,38.5,79798.0,2394.3888888888887,
Dunkin',2.5,Pennsville,New Jersey,Republican,,75162.0,,
Starbucks,3.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Sono Cafe,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Evermore Cafe,5.0,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Dunkin',3.0,Glenolden,Pennsylvania,Democrat,44.4,71145.0,,
Pineapple Espresso,5.0,Saint Petersburg,Florida,Republican,,71302.0,,
Trouble Brewing Coffee House,4.5,Haddon Heights,New Jersey,Democrat,38.8,126055.0,,
Legal Grounds Cafe,5.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Fatz-Oh's Sandwich Shop,4.5,Schwenksville,Pennsylvania,Democrat,55.4,70833.0,,
Grandad's General Store,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Starbucks,2.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Starbucks,3.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Starbucks,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Empanadas & Arepas Factory,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Wawa,4.0,Maple Shade,New Jersey,Democrat,,91000.0,,
Networking Leads Coffee House,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Driftwood Kava and Roastery,4.0,Seminole,Florida,Republican,38.5,77335.0,2247.2611111111114,
McDonald's,1.5,La Vergne,Tennessee,Republican,36.6,80418.0,2092.735897435897,
La Boucherie Coffee House,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Razzle Dazzle Donuts,3.5,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
The Drifter Hotel Coffee Bar,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Pure Water Systems,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Stacks On Magazine,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.5,Overland,Missouri,Democrat,46.7,57755.0,1344.4444444444443,
Eggcellent Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
St. Louis Bread,2.5,Shiloh,Illinois,Democrat,34.2,100058.0,1370.138888888889,
McDonald's,1.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dirty Laundry,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
The Blind Tiger Cafe - SOHO,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Bonte,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',1.0,Bristol,Pennsylvania,Republican,,70595.0,1622.25,
WonderWaffel - Tampa,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Chestnut Hill Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Smiles Coffeehouse,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Little Susie's Coffee & Pie,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Lucky Perk Coffee,3.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Starbucks,3.0,Springfield,Pennsylvania,Democrat,,60698.0,,
Dunkin',1.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,3.0,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
Sweet Rainforest Cafe,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
7-Eleven,3.0,Rock Hill,Missouri,Democrat,46.7,91477.0,1298.0,
Speedway,2.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
La Cabaña Bakeshop & Restaurant,4.5,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
Auction House Market,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Three Canyon Beer and Wine Garden,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,2.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.0,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
St Louis Bread,3.0,Maryland Heights,Missouri,Democrat,46.7,86485.0,1322.1503759398497,
Franklin Tea,4.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Avril 50,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Italian Bakery Cafè,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
McDonald's,2.0,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
Freight Train Coffee,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Nostalgie,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Havertown,Pennsylvania,Democrat,,60698.0,,
Carpe Cafe,4.0,Smyrna,Tennessee,Republican,36.6,78409.0,1682.256728778468,
Starbucks,3.0,Medford,New Jersey,Democrat,,91000.0,,
Dunkin',1.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,2.5,Tarpon Springs,Florida,Republican,38.5,68877.0,2048.196581196581,
MilkBoy Coffee,4.0,Ardmore,Pennsylvania,Democrat,55.4,115273.0,2250.083333333333,
Handcrafted by Bissinger's,4.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Milk & Honey,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Taste Safety Harbor,3.5,Safety Harbor,Florida,Republican,38.5,105813.0,2389.1,
Sorrento Sweets,4.5,St Petersburg,Florida,Republican,,71302.0,2063.6960586694618,
Stay Golden,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,2.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Starbucks,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Street Coffee Coffee Bar,5.0,Pleasant View,Tennessee,Republican,,101591.0,,
Fuel Up Nutrition,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Dunkin',2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Milk & Honey,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Green Engine Coffee,4.0,Haverford,Pennsylvania,Democrat,,60698.0,1747.8333333333333,
McDonald's,1.5,New Port Richey,Florida,Republican,31.3,46160.0,1753.8333333333333,
Caffé Lucé,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Jack's Donuts,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Pathways Cafe,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Blimpie Americas Sub Shop,4.0,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Starbucks,2.5,Oro Valley,Arizona,Democrat,37.9,105342.0,1923.6564327485376,
Wawa,3.5,New Port Richey,Florida,Republican,31.3,46160.0,1753.8333333333333,
Arianna's Gourmet Cafe & Catering,4.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Joffrey's Coffee & Tea,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Tuscany Cafe,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Oasis Hookah Lounge,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,4.0,Essington,Pennsylvania,Democrat,,60698.0,,
Starbucks,3.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Homage,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',2.5,Turnersville,New Jersey,Republican,37.6,156176.0,,
Mocha Moose Coffee,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Kávé at House of Haggai,4.5,Gallatin,Tennessee,Republican,35.1,73589.0,1688.3159523809525,
Starbucks,3.0,Avon,Indiana,Republican,37.1,80292.0,1762.1857142857143,
World of Coffees and Tea,2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cafe Kili,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Escape Root Juicery,5.0,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
Dunkin',1.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Factory Donuts,3.5,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
The Tasty,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,4.0,Blackwood,New Jersey,Democrat,38.8,81154.0,2023.6111111111115,
Cafe Lucky Bones,5.0,Evesham Township,New Jersey,Democrat,,91000.0,2297.309523809524,
McDonald's,2.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,3.5,Cherry Hill,New Jersey,Democrat,38.8,91000.0,2419.9864433811804,
Starbucks,2.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Bean Gallery,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
McDonald's,2.0,Sicklerville,New Jersey,Democrat,38.8,102881.0,2218.611111111112,
Corner Bakery Cafe,3.5,Ardmore,Pennsylvania,Democrat,55.4,115273.0,2250.083333333333,
Modernesian Kava Social,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Hobbs,4.0,Swarthmore,Pennsylvania,Democrat,44.4,146992.0,,
The Perch Westhaven,4.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
La Petite Dauphine,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.5,Downingtown,Pennsylvania,Democrat,58.0,82292.0,2333.066666666667,
Starbucks,3.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Bellefonte Cafe,4.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
7-Eleven,3.0,Havertown,Pennsylvania,Democrat,,60698.0,,
Bay Area Bistro,4.5,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
McDonald's,1.5,Florissant,Missouri,Democrat,46.7,66344.0,1490.5542857142857,
Roast City Riot,4.5,Hermitage,Tennessee,Democrat,,75197.0,,
Wawa,3.5,Palmyra,New Jersey,Democrat,42.1,85014.0,2137.5,
7-Eleven,3.5,Yeadon,Pennsylvania,Democrat,44.4,57336.0,,
Starbucks,2.5,Collegeville,Pennsylvania,Democrat,55.4,88992.0,2583.753703703704,
